frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,rtm_up,rtm_down,rtm_right,rtm_left,key_up,key_down,key_right,key_left,id,visuals,haptics
0,4.5453526973724365,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
1,4.648265600204468,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
2,4.751180648803711,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
3,4.854085683822632,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
4,4.956874370574951,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
5,5.059884071350098,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
6,5.162699222564697,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
7,5.265584707260132,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
8,5.368575096130371,450.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,105.63711835879445,0,False,False,False,False,3,True,True
9,5.471601724624634,454.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,104.90378502546112,0,False,False,True,False,3,True,True
10,5.5743794441223145,458.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,104.17045169212778,0,False,False,True,False,3,True,True
11,5.67717719078064,462.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,103.43711835879445,0,False,False,True,False,3,True,True
12,5.779967784881592,466.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,102.70378502546112,0,False,False,True,False,3,True,True
13,5.882799386978149,470.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,101.97045169212778,0,False,False,True,False,3,True,True
14,5.985938549041748,474.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,101.23711835879445,0,False,False,True,False,3,True,True
15,6.089161396026611,478.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,100.50378502546113,0,False,False,True,False,3,True,True
16,6.19254207611084,482.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,99.77045169212778,0,False,False,True,False,3,True,True
17,6.2956342697143555,486.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,99.03711835879446,0,False,False,True,False,3,True,True
18,6.3986687660217285,490.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,98.30378502546112,0,False,False,True,False,3,True,True
19,6.501557111740112,494.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,97.57045169212778,0,False,False,True,False,3,True,True
20,6.604527711868286,498.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,96.83711835879446,0,False,False,True,False,3,True,True
21,6.7075018882751465,502.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,96.10378502546112,0,False,False,True,False,3,True,True
22,6.810468673706055,506.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,95.37045169212777,0,False,False,True,False,3,True,True
23,6.913601398468018,510.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,94.63711835879445,0,False,False,True,False,3,True,True
24,7.01693868637085,514.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,93.90378502546112,0,False,False,True,False,3,True,True
25,7.12006950378418,518.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,93.17045169212778,0,False,False,True,False,3,True,True
26,7.223399877548218,522.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,92.43711835879445,0,False,False,True,False,3,True,True
27,7.326499938964844,526.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,91.70378502546112,0,False,False,True,False,3,True,True
28,7.429657220840454,530.0,300.0,862.5661001388788,333.93867221769443,50,False,0,36.22208990657731,90.9704516921278,0,False,False,True,False,3,True,True
29,7.533289432525635,534.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,90.23711835879445,0,False,True,True,False,3,True,True
30,7.6367151737213135,538.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,89.50378502546113,0,False,False,True,False,3,True,True
31,7.739766836166382,542.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,88.77045169212778,0,False,False,True,False,3,True,True
32,7.842747688293457,546.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,88.03711835879444,0,False,False,True,False,3,True,True
33,7.9456658363342285,550.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,87.30378502546112,0,False,False,True,False,3,True,True
34,8.048590183258057,554.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,86.57045169212779,0,False,False,True,False,3,True,True
35,8.151933908462524,558.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,85.83711835879444,0,False,False,True,False,3,True,True
36,8.255109786987305,562.0,304.0,862.5661001388788,333.93867221769443,50,False,0,35.488756573243975,85.10378502546112,0,False,False,True,False,3,True,True
37,8.358207941055298,566.0,308.0,862.5661001388788,333.93867221769443,50,False,0,34.75542323991065,84.37045169212777,0,False,True,True,False,3,True,True
38,8.461605548858643,570.0,308.0,862.5661001388788,333.93867221769443,50,False,0,34.75542323991065,83.63711835879445,0,False,False,True,False,3,True,True
39,8.564379453659058,574.0,308.0,862.5661001388788,333.93867221769443,50,False,0,34.75542323991065,82.90378502546112,0,False,False,True,False,3,True,True
40,8.667147874832153,578.0,308.0,862.5661001388788,333.93867221769443,50,False,0,34.75542323991065,82.17045169212778,0,False,False,True,False,3,True,True
