frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,key_up,key_down,key_right,key_left,id,visuals,haptics
0,10.60954236984253,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
1,10.6427001953125,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
2,10.676212310791016,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
3,10.708454370498657,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
4,10.741673231124878,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
5,10.775049209594727,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
6,10.807494401931763,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
7,10.840983867645264,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
8,10.874241352081299,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
9,10.907423257827759,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
10,10.940801620483398,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
11,10.97414517402649,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
12,11.006465435028076,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
13,11.039796113967896,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
14,11.073246955871582,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
15,11.106577157974243,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
16,11.13993787765503,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
17,11.173261880874634,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
18,11.205631017684937,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
19,11.238871574401855,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
20,11.272201299667358,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
21,11.304563999176025,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
22,11.337900400161743,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
23,11.37130856513977,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
24,11.403832912445068,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
25,11.436523914337158,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
26,11.469726085662842,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
27,11.503080129623413,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
28,11.536451578140259,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
29,11.569720983505249,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
30,11.602840423583984,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
31,11.63616681098938,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
32,11.668562889099121,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
33,11.701897859573364,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
34,11.734960317611694,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
35,11.767831802368164,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
36,11.801199436187744,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
37,11.833477973937988,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
38,11.866928100585938,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
39,11.900078058242798,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
40,11.933265447616577,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
41,11.96650242805481,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
42,11.999715805053711,450.0,300.0,444.04327383562475,336.38734053516635,50,True,False,False,False,False,2,True,False
