frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,rtm_up,rtm_down,rtm_right,rtm_left,key_up,key_down,key_right,key_left,id,visuals,haptics
0,5.237578630447388,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
1,5.340848445892334,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
2,5.443809509277344,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
3,5.546846628189087,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
4,5.650041341781616,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
5,5.752972602844238,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
6,5.855877876281738,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
7,5.9587109088897705,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
8,6.061613321304321,450.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,65.28117071540075,False,False,False,False,3,False,True
9,6.164958953857422,446.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,64.54783738206743,False,False,False,True,3,False,True
10,6.267972230911255,442.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,63.814504048734086,False,False,False,True,3,False,True
11,6.371042728424072,438.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,63.08117071540075,False,False,False,True,3,False,True
12,6.473875522613525,434.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,62.347837382067425,False,False,False,True,3,False,True
13,6.576644659042358,430.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,61.614504048734084,False,False,False,True,3,False,True
14,6.679614305496216,426.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,60.881170715400756,False,False,False,True,3,False,True
15,6.782587766647339,422.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,60.14783738206742,False,False,False,True,3,False,True
16,6.8860015869140625,418.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,59.41450404873409,False,False,False,True,3,False,True
17,6.989328861236572,414.0,300.0,257.5572506432686,411.4853894146027,50,False,0,50.43898805934383,0,58.681170715400754,False,False,False,True,3,False,True
18,7.09295129776001,410.0,304.0,257.5572506432686,411.4853894146027,50,False,0,49.70565472601049,0,57.94783738206742,False,True,False,True,3,False,True
19,7.195941686630249,406.0,308.0,257.5572506432686,411.4853894146027,50,False,0,48.97232139267716,0,57.214504048734085,False,True,False,True,3,False,True
20,7.298836708068848,402.0,312.0,257.5572506432686,411.4853894146027,50,False,0,48.23898805934383,0,56.48117071540075,False,True,False,True,3,False,True
21,7.401675224304199,398.0,316.0,257.5572506432686,411.4853894146027,50,False,0,47.5056547260105,0,55.74783738206742,False,True,False,True,3,False,True
22,7.504454612731934,394.0,320.0,257.5572506432686,411.4853894146027,50,False,0,46.77232139267716,0,55.01450404873409,False,True,False,True,3,False,True
23,7.6074302196502686,390.0,324.0,257.5572506432686,411.4853894146027,50,False,0,46.03898805934383,0,54.281170715400755,False,True,False,True,3,False,True
24,7.710450172424316,386.0,328.0,257.5572506432686,411.4853894146027,50,False,0,45.305654726010495,0,53.54783738206742,False,True,False,True,3,False,True
25,7.8132407665252686,382.0,332.0,257.5572506432686,411.4853894146027,50,False,0,44.57232139267716,0,52.814504048734086,False,True,False,True,3,False,True
26,7.915002822875977,378.0,336.0,257.5572506432686,411.4853894146027,50,False,0,43.83898805934383,0,52.08117071540076,False,True,False,True,3,False,True
27,8.018373727798462,374.0,340.0,257.5572506432686,411.4853894146027,50,False,0,43.1056547260105,0,51.34783738206742,False,True,False,True,3,False,True
28,8.121391296386719,370.0,344.0,257.5572506432686,411.4853894146027,50,False,0,42.372321392677165,0,50.61450404873409,False,True,False,True,3,False,True
29,8.22439432144165,366.0,348.0,257.5572506432686,411.4853894146027,50,False,0,41.63898805934383,0,49.881170715400756,False,True,False,True,3,False,True
30,8.327374935150146,362.0,352.0,257.5572506432686,411.4853894146027,50,False,0,40.905654726010496,0,49.14783738206742,False,True,False,True,3,False,True
31,8.430777311325073,358.0,352.0,257.5572506432686,411.4853894146027,50,False,0,40.905654726010496,0,48.41450404873409,False,False,False,True,3,False,True
32,8.533445358276367,354.0,352.0,257.5572506432686,411.4853894146027,50,False,0,40.905654726010496,0,47.681170715400754,False,False,False,True,3,False,True
33,8.636186599731445,350.0,352.0,257.5572506432686,411.4853894146027,50,False,0,40.905654726010496,0,46.94783738206742,False,False,False,True,3,False,True
