frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,rtm_up,rtm_down,rtm_right,rtm_left,key_up,key_down,key_right,key_left,id,visuals,haptics
0,5.079998731613159,450.0,300.0,221.47528439025342,145.77429502334658,50,False,58.27471257905313,0,0,71.89619786178687,False,False,False,False,4,False,True
1,5.1828553676605225,450.0,300.0,221.47528439025342,145.77429502334658,50,False,58.27471257905313,0,0,71.89619786178687,False,False,False,False,4,False,True
2,5.285899639129639,450.0,300.0,221.47528439025342,145.77429502334658,50,False,58.27471257905313,0,0,71.89619786178687,False,False,False,False,4,False,True
3,5.388963937759399,450.0,296.0,221.47528439025342,145.77429502334658,50,False,57.541379245719796,0,0,71.89619786178687,True,False,False,False,4,False,True
4,5.491990804672241,450.0,292.0,221.47528439025342,145.77429502334658,50,False,56.80804591238646,0,0,71.89619786178687,True,False,False,False,4,False,True
5,5.595442533493042,450.0,288.0,221.47528439025342,145.77429502334658,50,False,56.07471257905313,0,0,71.89619786178687,True,False,False,False,4,False,True
6,5.698560476303101,446.0,284.0,221.47528439025342,145.77429502334658,50,False,55.34137924571979,0,0,71.16286452845354,True,False,False,True,4,False,True
7,5.801300764083862,442.0,280.0,221.47528439025342,145.77429502334658,50,False,54.60804591238646,0,0,70.4295311951202,True,False,False,True,4,False,True
8,5.903961658477783,438.0,276.0,221.47528439025342,145.77429502334658,50,False,53.874712579053124,0,0,69.69619786178687,True,False,False,True,4,False,True
9,6.006972789764404,434.0,272.0,221.47528439025342,145.77429502334658,50,False,53.14137924571979,0,0,68.96286452845354,True,False,False,True,4,False,True
10,6.109916925430298,430.0,268.0,221.47528439025342,145.77429502334658,50,False,52.408045912386456,0,0,68.2295311951202,True,False,False,True,4,False,True
11,6.212900638580322,426.0,264.0,221.47528439025342,145.77429502334658,50,False,51.67471257905313,0,0,67.49619786178687,True,False,False,True,4,False,True
12,6.31594705581665,422.0,260.0,221.47528439025342,145.77429502334658,50,False,50.941379245719794,0,0,66.76286452845355,True,False,False,True,4,False,True
13,6.419018983840942,418.0,256.0,221.47528439025342,145.77429502334658,50,False,50.20804591238646,0,0,66.0295311951202,True,False,False,True,4,False,True
14,6.522032737731934,414.0,252.0,221.47528439025342,145.77429502334658,50,False,49.474712579053126,0,0,65.29619786178688,True,False,False,True,4,False,True
15,6.625143766403198,410.0,248.0,221.47528439025342,145.77429502334658,50,False,48.7413792457198,0,0,64.56286452845353,True,False,False,True,4,False,True
