frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,key_up,key_down,key_right,key_left,id,visuals,haptics
0,8.239907264709473,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
1,8.273157835006714,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
2,8.3058762550354,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
3,8.339152574539185,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
4,8.371737480163574,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
5,8.404933452606201,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
6,8.438278436660767,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
7,8.47162127494812,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
8,8.504841327667236,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
9,8.538262844085693,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
10,8.571513414382935,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
11,8.604792594909668,450.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
12,8.637980222702026,446.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,True,4,True,False
13,8.671226739883423,442.0,300.0,753.924388582198,119.35840470329644,50,False,False,False,False,True,4,True,False
14,8.70479965209961,442.0,296.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
15,8.738112211227417,442.0,292.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
16,8.771564245223999,442.0,292.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
17,8.804713010787964,442.0,292.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
18,8.837743282318115,442.0,288.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
19,8.871052265167236,442.0,284.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
20,8.90338921546936,442.0,280.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
21,8.93663740158081,442.0,276.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
22,8.969449043273926,442.0,272.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
23,9.002596139907837,442.0,268.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
24,9.035260438919067,442.0,264.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
25,9.068428039550781,442.0,260.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
26,9.101794719696045,442.0,256.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
27,9.135168075561523,442.0,252.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
28,9.168528318405151,442.0,248.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
29,9.201813697814941,442.0,244.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
30,9.235239505767822,442.0,240.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
31,9.268470764160156,442.0,236.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
32,9.301401615142822,442.0,232.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
33,9.33478569984436,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
34,9.36806058883667,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
35,9.401325941085815,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
36,9.434528827667236,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
37,9.467941522598267,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
38,9.501180410385132,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
39,9.534621000289917,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
40,9.567794561386108,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
41,9.600335597991943,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
42,9.633610486984253,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
43,9.667109251022339,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
44,9.699466228485107,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
45,9.732897996902466,442.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,False,False,4,True,False
46,9.766542911529541,446.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
47,9.80036973953247,450.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
48,9.83224868774414,454.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
49,9.865978240966797,458.0,232.0,753.924388582198,119.35840470329644,50,False,False,False,True,False,4,True,False
50,9.89935827255249,462.0,228.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
51,9.93249225616455,466.0,224.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
52,9.965657472610474,470.0,220.0,753.924388582198,119.35840470329644,50,False,True,False,True,False,4,True,False
