frame,time,drone_x,drone_y,waypoint_x,waypoint_y,waypoint_radius,interacting,rtm_up,rtm_down,rtm_right,rtm_left,key_up,key_down,key_right,key_left,id,visuals,haptics
0,3.9222311973571777,450.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,110.2720508991477,0,False,False,False,False,2,False,True
1,4.025208473205566,450.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,110.2720508991477,0,False,False,False,False,2,False,True
2,4.128035306930542,450.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,110.2720508991477,0,False,False,False,False,2,False,True
3,4.2308008670806885,450.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,110.2720508991477,0,False,False,False,False,2,False,True
4,4.3343706130981445,450.0,304.0,887.8475503589874,453.2021607955982,50,False,0,57.35372947919301,110.2720508991477,0,False,True,False,False,2,False,True
5,4.437414884567261,450.0,304.0,887.8475503589874,453.2021607955982,50,False,0,57.35372947919301,110.2720508991477,0,False,False,False,False,2,False,True
6,4.540581941604614,450.0,308.0,887.8475503589874,453.2021607955982,50,False,0,56.62039614585967,110.2720508991477,0,False,True,False,False,2,False,True
7,4.643902063369751,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,True,False,False,2,False,True
8,4.746834754943848,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,False,False,False,2,False,True
9,4.849557876586914,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,False,False,False,2,False,True
10,4.952429294586182,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,False,False,False,2,False,True
11,5.05543065071106,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,False,False,False,2,False,True
12,5.158424615859985,450.0,312.0,887.8475503589874,453.2021607955982,50,False,0,55.88706281252634,110.2720508991477,0,False,False,False,False,2,False,True
13,5.261460542678833,450.0,308.0,887.8475503589874,453.2021607955982,50,False,0,56.62039614585967,110.2720508991477,0,True,False,False,False,2,False,True
14,5.364180326461792,450.0,308.0,887.8475503589874,453.2021607955982,50,False,0,56.62039614585967,110.2720508991477,0,False,False,False,False,2,False,True
15,5.467039108276367,450.0,304.0,887.8475503589874,453.2021607955982,50,False,0,57.35372947919301,110.2720508991477,0,True,False,False,False,2,False,True
16,5.570017576217651,450.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,110.2720508991477,0,True,False,False,False,2,False,True
17,5.6731858253479,446.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,111.00538423248102,0,False,False,False,True,2,False,True
18,5.7763636112213135,442.0,300.0,887.8475503589874,453.2021607955982,50,False,0,58.08706281252634,111.73871756581435,0,False,False,False,True,2,False,True
